# Disclaimer - You may not use this list without acceptance of the below:
#
# The following IP addresses have been detected performing TCP SYN to 206.82.85.196/30 to a non-listening service or daemon.
# No assertion is made, nor implied, that any of the below listed IP addresses are accurate, malicious, hostile, or engaged in nefarious acts.
# Use this list at your own risk.  By using this list in any capacity or capability you release all claims of damages and shall not hold or perceive any
# liability against the publisher for:  damage, unexpected events or results, decision, or reputation damage, even those resulting from wilful
# or intentional neglect.
#
# No claims made against this data shall be honored; no assertions have been made about the quality, accuracy, usability, actionability,
# reputation, merit, or hostility of the below findings.
#
# If you feel that an IP address is inaccurately listed below please contact me at any RFC822 6.3, RFC1123 5.2.7, or RFC2821 4.5.1
# address associated with this domain; the below findings are soley fed by TCP SYN which is trivial to forge/spoof; no SYN-ACK/ACK 
# validation has been performed on the below IPv4 addresses, however, the honeypot does SYN-ACK..
#
# This list may not be included in any 'for-sale' component and may not be included in pay-wall subscription-based services except
# for organizations that I have explicitly given permission to by E-Mail which has been GPG signed using Key ID 0x37085D70.
#
# Changelog:
#     Fri Jan 10 2014 - A significant bug in Honeypot generation accuracy was found on Fri Jan 10 15:02 CST, prior entries in this list should be discarded.
#     Fri Jan 24 2014 - Added cumulative honeypot hit count of an IP seen across all days.  This will take effect for existing IPs forward-going.
#     Tue Jan 28 2014 - Corrected issue with cumulative hit count incrementing properly if the IP previously had a cumulative value.
#     Tue Feb 18 2014 - Sigh, failed to correctly shard the Mongo collection the first time.  Dumped the collection and resharded, this list was purged on Feb 18 2014.
#     Tue Feb 27 2014 - This list is now 48 hours (172800 seconds) of rolling data.
#     Fri Jun 20 2014 - Oops, sorry about the lack of updates since Jun 16 2014, the collection expanded nearly ten fold in number of IPs due to additional feeds and I needed to update the query timeout values.
#     Sat Jun 21 2014 - Time for some necessary indexes -- db.findings.createIndex({ 'packetmail_honeypot' : 1 }, { 'background' : 1 }); db.findings.createIndex({ 'packetmail_honeypot.last_seen' : 1 }, { 'background' : 1 });
#     Mon Mar 23 2015 - Fixed typo in field definitions.
#
# This list was last updated on Fri Oct 30 02:00:02 2015
#
# IP; last_seen; context; cumulative history
139.162.149.54; 2015-10-29 23:42:02; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
209.150.80.214; 2015-10-29 23:43:04; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
64.125.239.148; 2015-10-29 23:47:07; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 15
64.125.239.67; 2015-10-29 23:49:36; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 7
118.79.40.56; 2015-10-29 23:59:09; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
117.21.227.110; 2015-10-30 00:00:35; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 866
143.95.195.151; 2015-10-30 00:05:44; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 19
141.212.122.136; 2015-10-30 00:05:52; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 22
141.212.122.135; 2015-10-30 00:05:52; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
141.212.122.128; 2015-10-30 00:05:52; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 68
188.138.124.206; 2015-10-30 00:06:50; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 10
80.82.65.219; 2015-10-30 00:08:41; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 13
94.102.52.44; 2015-10-30 00:08:46; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 19
64.125.239.74; 2015-10-30 00:10:33; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 29
74.82.47.47; 2015-10-30 00:12:04; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 62
74.82.47.3; 2015-10-30 00:12:23; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1308
73.205.80.180; 2015-10-30 00:13:47; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
169.57.5.20; 2015-10-30 00:14:25; Honeypot hits in 3600 hash-collection seconds: 14; Cumulative honeypot hits for IP over all days: 184
27.254.44.43; 2015-10-30 00:14:28; Honeypot hits in 3600 hash-collection seconds: 10; Cumulative honeypot hits for IP over all days: 330
141.212.122.112; 2015-10-30 00:24:23; Honeypot hits in 3600 hash-collection seconds: 6; Cumulative honeypot hits for IP over all days: 70
141.212.122.114; 2015-10-30 00:24:23; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
141.212.122.113; 2015-10-30 00:24:23; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 6
222.186.56.115; 2015-10-30 00:25:53; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 31
89.248.171.19; 2015-10-30 00:28:10; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 237
139.162.152.50; 2015-10-30 00:28:46; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
193.90.71.106; 2015-10-30 00:34:39; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
202.112.120.116; 2015-10-30 00:37:16; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 10
45.79.176.194; 2015-10-30 00:37:40; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
190.46.125.8; 2015-10-30 00:43:03; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
115.182.49.89; 2015-10-30 00:44:51; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 459
95.173.245.199; 2015-10-30 00:45:25; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
184.105.247.223; 2015-10-30 00:45:32; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 49
184.105.247.195; 2015-10-30 00:46:15; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 1365
85.99.244.167; 2015-10-30 00:46:41; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
74.208.225.179; 2015-10-30 00:48:44; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 4899
46.234.219.66; 2015-10-30 00:52:28; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 61241
80.88.91.252; 2015-10-30 00:53:35; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 27626
112.217.102.186; 2015-10-30 00:57:30; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 85
112.90.183.142; 2015-10-30 00:58:06; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
194.150.60.65; 2015-10-30 00:58:28; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 11908
124.172.138.175; 2015-10-30 01:00:39; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 10
212.71.233.137; 2015-10-30 01:01:00; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
77.236.96.52; 2015-10-30 01:03:39; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 102
37.221.192.251; 2015-10-30 01:03:41; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 113
185.56.80.127; 2015-10-30 01:05:11; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1396
195.211.154.180; 2015-10-30 01:13:10; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 2922
49.212.150.153; 2015-10-30 01:15:17; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 869
46.159.113.44; 2015-10-30 01:17:02; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
104.151.219.99; 2015-10-30 01:18:04; Honeypot hits in 3600 hash-collection seconds: 6; Cumulative honeypot hits for IP over all days: 21
71.96.201.26; 2015-10-30 01:18:05; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 15065
69.64.32.110; 2015-10-30 01:18:10; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 62
82.166.75.143; 2015-10-30 01:18:20; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
216.236.35.93; 2015-10-30 01:18:32; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 10492
169.244.31.155; 2015-10-30 01:19:17; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 142
200.82.221.243; 2015-10-30 01:19:22; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
85.105.136.87; 2015-10-30 01:19:30; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
95.140.33.98; 2015-10-30 01:22:39; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
122.178.117.60; 2015-10-30 01:23:08; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
192.174.24.37; 2015-10-30 01:23:44; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 8001
210.108.200.13; 2015-10-30 01:23:57; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 146
123.151.149.222; 2015-10-30 01:25:08; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 12272
162.244.35.24; 2015-10-30 01:27:35; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 5552
162.244.35.22; 2015-10-30 01:32:50; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 54178
80.82.64.81; 2015-10-30 01:33:41; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 16830
222.189.40.171; 2015-10-30 01:35:25; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 135271
222.186.30.202; 2015-10-30 01:36:31; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 978
175.147.3.140; 2015-10-30 01:42:51; Honeypot hits in 3600 hash-collection seconds: 10; Cumulative honeypot hits for IP over all days: 55
104.151.217.101; 2015-10-30 01:44:00; Honeypot hits in 3600 hash-collection seconds: 8; Cumulative honeypot hits for IP over all days: 36
123.213.5.19; 2015-10-30 01:45:40; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 6
50.79.195.217; 2015-10-30 01:47:49; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 14301
82.207.42.56; 2015-10-30 01:48:09; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 5
178.252.196.122; 2015-10-30 01:52:52; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
114.215.141.177; 2015-10-30 01:55:15; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 944
185.75.56.71; 2015-10-30 01:57:03; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
